Time,Data
739,1.53
740,1.53
741,1.54
742,1.55
743,1.56
744,1.56
745,1.56
746,1.57
747,1.57
748,1.56
749,1.55
750,1.55
751,1.55
752,1.51
753,1.52
754,1.49
755,1.5
756,1.5
757,1.5
758,1.49
759,1.49
760,1.5
761,1.5
762,1.44
763,1.43
764,1.42
765,1.39
766,1.35
767,1.35
768,1.31
769,1.29
770,1.26
771,1.25
772,1.21
773,1.19
774,1.19
775,1.18
776,1.16
777,1.15
778,1.15
779,1.16
780,1.17
781,1.17
782,1.17
783,1.17
784,1.18
785,1.18
786,1.19
787,1.21
788,1.22
789,1.23
790,1.23
791,1.23
792,1.26
793,1.26
794,1.25
795,1.25
796,1.27
797,1.26
798,1.26
799,1.26
800,1.27
801,1.29
802,1.29
803,1.3
804,1.32
805,1.33
806,1.34
807,1.36
808,1.38
809,1.4
810,1.4
811,1.41
812,1.42
813,1.44
814,1.46
815,1.48
816,1.51
817,1.52
818,1.52
819,1.55
820,1.57
821,1.59
822,1.59
823,1.59
824,1.57
825,1.55
826,1.53
827,1.5
828,1.48
829,1.45
830,1.43
831,1.4
832,1.37
833,1.36
834,1.34
835,1.33
836,1.32
837,1.3
838,1.28
839,1.27
840,1.27
841,1.27
842,1.27
843,1.27
844,1.28
845,1.28
846,1.29
847,1.29
848,1.28
849,1.27
850,1.27
851,1.27
852,1.27
853,1.27
854,1.28
855,1.28
856,1.29
857,1.3
858,1.3
859,1.31
860,1.31
861,1.31
862,1.31
863,1.31
864,1.31
865,1.33
866,1.33
867,1.33
868,1.33
869,1.37
870,1.37
871,1.38
872,1.41
873,1.4
874,1.4
875,1.39
876,1.37
877,1.35
878,1.33
879,1.31
880,1.29
881,1.28
882,1.3
883,1.33
884,1.35
885,1.36
886,1.36
887,1.36
888,1.36
889,1.36
890,1.37
891,1.38
892,1.37
893,1.38
894,1.38
895,1.38
896,1.37
897,1.37
898,1.37
899,1.37
900,1.37
901,1.37
902,1.36
903,1.36
904,1.36
905,1.35
906,1.35
907,1.35
908,1.35
909,1.35
910,1.35
911,1.35
912,1.35
913,1.41
914,1.42
915,1.43
916,1.43
917,1.44
918,1.45
919,1.45
920,1.45
921,1.5
922,1.51
923,1.5
924,1.49
925,1.48
926,1.48
927,1.49
928,1.49
929,1.5
930,1.5
931,1.5
932,1.5
933,1.51
934,1.51
935,1.5
936,1.51
937,1.51
938,1.52
939,1.53
940,1.53
941,1.53
942,1.54
943,1.54
944,1.54
945,1.54
946,1.54
947,1.54
948,1.54
949,1.54
950,1.55
951,1.54
952,1.55
953,1.56
954,1.56
955,1.56
956,1.57
957,1.57
958,1.58
959,1.59
960,1.6
961,1.61
962,1.62
963,1.63
964,1.64
965,1.64
966,1.65
967,1.66
968,1.67
969,1.67
970,1.72
971,1.74
972,1.75
973,1.75
974,1.77
975,1.79
976,1.79
977,1.79
978,1.78
979,1.78
980,1.78
981,1.78
982,1.78
983,1.78
984,1.77
985,1.77
986,1.77
987,1.76
988,1.76
989,1.76
990,1.76
991,1.76
992,1.75
993,1.76
994,1.75
995,1.75
996,1.75
997,1.75
998,1.75
999,1.74
1000,1.73
1001,1.72
1002,1.72
1003,1.72
1004,1.72
1005,1.73
1006,1.74
1007,1.75
1008,1.75
1009,1.75
1010,1.75
1011,1.75
1012,1.74
1013,1.75
1014,1.76
1015,1.76
1016,1.77
1017,1.78
1018,1.79
1019,1.8
1020,1.8
1021,1.81
1022,1.82
1023,1.83
1024,1.83
1025,1.84
1026,1.83
1027,1.84
1028,1.85
1029,1.85
1030,1.86
1031,1.86
1032,1.87
1033,1.87
1034,1.87
1035,1.87
1036,1.87
1037,1.87
1038,1.88
1039,1.88
1040,1.88
1041,1.88
1042,1.88
1043,1.88
1044,1.87
1045,1.87
1046,1.85
1047,1.85
1048,1.84
1049,1.84
1050,1.83
1051,1.83
1052,1.8
1053,1.74
1054,1.69
1055,1.66
1056,1.64
1057,1.6
1058,1.59
1059,1.56
1060,1.54
1061,1.52
1062,1.5
1063,1.5
1064,1.5
1065,1.49
1066,1.49
1067,1.49
1068,1.48
1069,1.47
1070,1.39
1071,1.23
1072,1.09
1073,1.1
1074,1.08
1075,1.1
1076,1.12
1077,1.09
1078,1.02
1079,1.01
1080,0.9
1081,0.9
1082,0.88
1083,0.91
1084,0.91
1085,0.94
1086,0.8
1087,0.77
1088,0.73
1089,0.66
1090,0.68
1091,0.64
1092,0.63
1093,0.69
1094,0.73
1095,0.77
1096,0.8
1097,0.84
1098,0.88
1099,0.93
1100,0.93
1101,0.98
1102,1.04
1103,1.09
1104,1.15
1105,1.21
1106,1.27
1107,1.33
1108,1.38
1109,1.24
1110,1.31
1111,1.37
1112,1.44
1113,1.33
1114,1.38
1115,1.26
1116,1.31
1117,1.36
1118,1.42
1119,1.38
1120,1.38
1121,1.45
1122,1.51
1123,1.47
1124,1.1
1125,1.17
1126,1.23
1127,1.29
1128,1.14
1129,0.91
1130,0.96
1131,0.92
1132,0.96
1133,0.99
1134,1.02
1135,0.97
1136,0.93
1137,0.97
1138,1.02
1139,0.92
1140,0.96
1141,0.87
1142,0.89
1143,0.9
1144,0.9
1145,0.91
1146,0.92
1147,0.94
1148,0.83
1149,0.55
1150,0.59
1151,0.63
1152,0.67
1153,0.7
1154,0.73
1155,0.72
1156,0.73
1157,0.72
1158,0.65
1159,0.64
1160,0.65
1161,0.65
1162,0.65
1163,0.65
1164,0.67
1165,0.69
1166,0.7
1167,0.71
1168,0.7
1169,0.7
1170,0.69
1171,0.68
1172,0.66
1173,0.6
1174,0.57
1175,0.57
1176,0.57
1177,0.58
1178,0.58
1179,0.57
1180,0.58
1181,0.56
1182,0.56
1183,0.56
1184,0.57
1185,0.58
1186,0.59
1187,0.61
1188,0.61
1189,0.61
1190,0.63
1191,0.64
1192,0.66
1193,0.66
1194,0.67
1195,0.68
1196,0.69
1197,0.7
1198,0.71
1199,0.72
1200,0.71
1201,0.73
1202,0.74
1203,0.73
1204,0.72
1205,0.81
1206,0.83
1207,0.83
1208,0.83
1209,0.86
1210,0.88
1211,0.89
1212,0.89
1213,0.94
1214,0.96
1215,0.95
1216,0.95
1217,0.96
1218,0.98
1219,0.99
1220,1.0
1221,1.0
1222,1.0
1223,1.0
1224,1.0
1225,0.99
1226,1.01
1227,1.02
1228,1.02
1229,1.02
1230,1.02
1231,1.03
1232,1.04
1233,1.05
1234,1.06
1235,1.04
1236,1.02
1237,0.99
1238,0.96
1239,0.93
1240,0.9
1241,0.87
1242,0.85
1243,0.85
1244,0.85
1245,0.87
1246,0.87
1247,0.88
1248,0.89
1249,0.91
1250,0.91
1251,0.94
1252,0.95
1253,0.95
1254,0.94
1255,0.97
1256,0.98
1257,0.98
1258,1.0
1259,1.01
1260,1.03
1261,1.04
1262,1.04
1263,1.06
1264,1.06
1265,1.08
1266,1.08
1267,1.1
1268,1.11
1269,1.11
1270,1.1
1271,1.08
1272,1.08
1273,1.08
1274,1.07
1275,1.07
1276,1.06
1277,1.06
1278,1.07
1279,1.06
1280,1.06
1281,1.08
1282,1.09
1283,1.1
1284,1.1
1285,1.12
1286,1.13
1287,1.12
1288,1.12
1289,1.12
1290,1.13
1291,1.13
1292,1.14
1293,1.15
1294,1.16
1295,1.17
1296,1.17
1297,1.19
1298,1.18
1299,1.17
1300,1.16
1301,1.16
1302,1.16
1303,1.15
1304,1.16
1305,1.16
1306,1.18
1307,1.19
1308,1.2
1309,1.21
1310,1.22
1311,1.22
1312,1.23
1313,1.24
1314,1.25
1315,1.25
1316,1.26
1317,1.25
1318,1.25
1319,1.27
1320,1.29
1321,1.3
1322,1.3
1323,1.3
1324,1.31
1325,1.31
1326,1.32
1327,1.32
1328,1.33
1329,1.34
1330,1.35
1331,1.37
1332,1.4
1333,1.43
1334,1.45
1335,1.44
1336,1.44
1337,1.43
1338,1.43
1339,1.42
1340,1.41
1341,1.41
1342,1.41
1343,1.41
1344,1.42
1345,1.43
1346,1.43
1347,1.45
1348,1.45
1349,1.46
1350,1.47
1351,1.47
1352,1.47
1353,1.47
1354,1.49
1355,1.5
1356,1.51
1357,1.52
1358,1.52
1359,1.53
1360,1.53
1361,1.51
1362,1.53
1363,1.53
1364,1.54
1365,1.53
1366,1.53
1367,1.53
1368,1.53
1369,1.53
1370,1.53
1371,1.52
1372,1.52
1373,1.52
1374,1.51
1375,1.51
1376,1.5
1377,1.51
1378,1.51
1379,1.5
1380,1.5
1381,1.5
1382,1.5
1383,1.51
1384,1.52
1385,1.55
1386,1.56
1387,1.59
1388,1.61
1389,1.61
1390,1.62
1391,1.61
1392,1.6
1393,1.63
1394,1.62
1395,1.62
1396,1.62
1397,1.61
1398,1.6
1399,1.61
1400,1.61
1401,1.61
1402,1.61
1403,1.6
1404,1.59
1405,1.58
1406,1.6
1407,1.63
1408,1.64
1409,1.65
1410,1.66
1411,1.67
1412,1.67
1413,1.65
1414,1.65
1415,1.65
1416,1.65
1417,1.65
1418,1.65
1419,1.66
1420,1.66
1421,1.67
1422,1.67
1423,1.66
1424,1.65
1425,1.64
1426,1.65
1427,1.65
1428,1.66
1429,1.66
1430,1.67
1431,1.68
1432,1.68
1433,1.67
1434,1.66
1435,1.65
1436,1.65
1437,1.65
1438,1.65
1439,1.65
1440,1.65
1441,1.66
1442,1.66
1443,1.66
1444,1.67
1445,1.68
1446,1.69
1447,1.71
1448,1.72
1449,1.73
1450,1.75
1451,1.76
1452,1.75
1453,1.75
1454,1.76
1455,1.76
1456,1.77
1457,1.77
1458,1.79
1459,1.79
1460,1.78
1461,1.78
1462,1.78
1463,1.78
1464,1.81
1465,1.81
1466,1.81
1467,1.81
1468,1.81
1469,1.8
1470,1.81
1471,1.81
1472,1.81
1473,1.8
1474,1.8
1475,1.79
1476,1.8
1477,1.8
1478,1.8
1479,1.8
1480,1.8
1481,1.79
1482,1.79
1483,1.79
1484,1.79
1485,1.79
1486,1.79
1487,1.84
1488,1.85
1489,1.88
1490,1.88
1491,1.89
1492,1.89
1493,1.89
1494,1.89
1495,1.9
1496,1.9
1497,1.89
1498,1.89
1499,1.89
1500,1.89
1501,1.89
1502,1.89
1503,1.9
1504,1.91
1505,1.91
1506,1.92
1507,1.93
1508,1.94
1509,1.95
1510,1.98
1511,1.99
1512,1.99
1513,2.02
1514,2.01
1515,2.01
1516,2.01
1517,2.01
1518,2.01
1519,2.02
1520,2.02
1521,2.01
1522,2.02
1523,2.02
1524,2.02
1525,2.02
1526,2.03
1527,2.03
1528,2.02
1529,2.02
1530,2.03
1531,2.03
1532,2.03
1533,2.05
1534,2.04
1535,2.04
1536,2.04
1537,2.03
1538,2.04
1539,2.04
1540,2.04
1541,2.05
1542,2.06
1543,2.05
1544,2.07
1545,2.07
1546,2.08
1547,2.09
1548,2.08
1549,2.09
1550,2.09
1551,2.09
1552,2.09
1553,2.1
1554,2.1
1555,2.11
1556,2.11
1557,2.11
1558,2.11
1559,2.11
1560,2.11
1561,2.11
1562,2.11
1563,2.11
1564,2.1
1565,2.1
1566,2.09
1567,2.09
1568,2.08
1569,2.08
1570,2.07
1571,2.07
1572,2.07
1573,2.06
1574,2.05
1575,2.05
1576,2.06
1577,2.06
1578,2.06
1579,2.06
1580,2.06
1581,2.05
1582,2.05
1583,2.05
1584,2.04
1585,2.05
1586,2.05
1587,2.04
1588,2.04
1589,2.04
1590,2.03
1591,2.03
1592,2.02
1593,2.02
1594,2.03
1595,2.02
1596,2.02
1597,2.01
1598,2.01
1599,2.0
1600,2.0
1601,1.99
1602,1.99
1603,1.99
1604,1.98
1605,1.97
1606,1.96
1607,1.95
1608,1.94
1609,1.94
1610,1.94
1611,1.94
1612,1.93
1613,1.93
1614,1.93
1615,1.92
1616,1.91
1617,1.91
1618,1.91
1619,1.91
1620,1.91
1621,1.91
1622,1.9
1623,1.9
1624,1.9
1625,1.89
1626,1.89
1627,1.89
1628,1.89
1629,1.89
1630,1.89
1631,1.89
1632,1.88
1633,1.88
1634,1.85
1635,1.83
1636,1.83
1637,1.82
1638,1.82
1639,1.81
1640,1.8
1641,1.79
1642,1.79
1643,1.78
1644,1.78
1645,1.77
1646,1.76
1647,1.76
1648,1.77
1649,1.76
1650,1.76
1651,1.76
1652,1.75
1653,1.75
1654,1.75
1655,1.74
1656,1.74
1657,1.74
1658,1.74
1659,1.74
1660,1.74
1661,1.74
1662,1.74
1663,1.73
1664,1.73
1665,1.73
1666,1.73
1667,1.73
1668,1.73
1669,1.73
1670,1.73
1671,1.73
1672,1.73
1673,1.73
1674,1.72
1675,1.72
1676,1.73
1677,1.73
1678,1.73
1679,1.72
1680,1.72
1681,1.72
1682,1.72
1683,1.72
1684,1.72
1685,1.72
1686,1.72
1687,1.72
1688,1.71
1689,1.71
1690,1.71
1691,1.71
1692,1.72
1693,1.72
1694,1.72
1695,1.72
1696,1.71
1697,1.71
1698,1.71
1699,1.71
1700,1.71
1701,1.71
1702,1.72
1703,1.71
1704,1.71
1705,1.71
1706,1.71
1707,1.71
1708,1.71
1709,1.71
1710,1.71
1711,1.71
1712,1.71
1713,1.71
1714,1.71
1715,1.71
1716,1.71
1717,1.71
1718,1.71
1719,1.71
1720,1.71
1721,1.71
1722,1.71
1723,1.71
1724,1.71
1725,1.71
1726,1.71
1727,1.71
1728,1.71
1729,1.71
1730,1.71
1731,1.71
1732,1.71
1733,1.71
1734,1.71
1735,1.71
1736,1.71
1737,1.71
1738,1.71
1739,1.71
1740,1.7
1741,1.7
1742,1.71
1743,1.71
1744,1.71
1745,1.71
1746,1.71
1747,1.71
1748,1.71
1749,1.71
1750,1.71
1751,1.71
1752,1.71
1753,1.71
1754,1.71
1755,1.71
1756,1.71
1757,1.71
1758,1.71
1759,1.71
1760,1.71
1761,1.71
1762,1.71
1763,1.71
1764,1.71
1765,1.71
1766,1.71
1767,1.71
1768,1.71
1769,1.71
1770,1.71
1771,1.71
1772,1.71
1773,1.71
1774,1.71
1775,1.71
1776,1.71
1777,1.71
1778,1.71
1779,1.71
1780,1.71
1781,1.72
1782,1.72
1783,1.71
1784,1.71
1785,1.71
1786,1.71
1787,1.71
1788,1.71
1789,1.72
1790,1.72
1791,1.71
1792,1.71
1793,1.71
1794,1.71
1795,1.71
1796,1.71
1797,1.72
1798,1.72
1799,1.71
1800,1.71
1801,1.71
1802,1.7
1803,1.7
1804,1.7
1805,1.71
1806,1.71
1807,1.71
1808,1.7
1809,1.7
1810,1.7
1811,1.7
1812,1.7
1813,1.71
1814,1.71
1815,1.71
1816,1.7
1817,1.7
1818,1.7
1819,1.7
1820,1.7
1821,1.71
1822,1.71
1823,1.71
1824,1.7
1825,1.7
1826,1.7
1827,1.7
1828,1.7
1829,1.71
1830,1.71
1831,1.71
1832,1.69
1833,1.66
1834,1.64
1835,1.63
1836,1.63
1837,1.62
1838,1.61
1839,1.59
1840,1.58
1841,1.57
1842,1.56
1843,1.56
1844,1.56
1845,1.56
1846,1.55
1847,1.55
1848,1.53
1849,1.53
1850,1.53
1851,1.52
1852,1.52
1853,1.51
1854,1.51
1855,1.5
1856,1.49
1857,1.48
1858,1.46
1859,1.44
1860,1.42
1861,1.42
1862,1.42
1863,1.42
1864,1.41
1865,1.41
1866,1.4
1867,1.4
1868,1.36
1869,1.31
1870,1.28
1871,1.25
1872,1.24
1873,1.23
1874,1.24
1875,1.21
1876,1.18
1877,1.17
1878,1.15
1879,1.13
1880,1.12
1881,1.12
1882,1.12
1883,1.12
1884,1.12
1885,1.12
1886,1.11
1887,1.11
1888,1.11
1889,1.11
1890,1.11
1891,1.1
1892,1.1
1893,1.11
1894,1.1
1895,1.1
1896,1.1
1897,1.1
1898,1.1
1899,1.11
1900,1.11
1901,1.1
1902,1.1
1903,1.11
1904,1.09
1905,1.09
1906,1.09
1907,1.1
1908,1.1
1909,1.11
1910,1.12
1911,1.13
1912,1.13
1913,1.13
1914,1.13
1915,1.13
1916,1.12
1917,1.12
1918,1.12
1919,1.13
1920,1.13
1921,1.15
1922,1.15
1923,1.16
1924,1.17
1925,1.16
1926,1.15
1927,1.15
1928,1.14
1929,1.13
1930,1.13
1931,1.13
1932,1.13
1933,1.13
1934,1.13
1935,1.13
1936,1.14
1937,1.14
1938,1.14
1939,1.15
1940,1.15
1941,1.16
1942,1.16
1943,1.16
1944,1.16
1945,1.16
1946,1.17
1947,1.17
1948,1.17
1949,1.17
1950,1.17
1951,1.18
1952,1.18
1953,1.18
1954,1.17
1955,1.16
1956,1.17
1957,1.17
1958,1.17
1959,1.18
1960,1.18
1961,1.18
1962,1.19
1963,1.18
1964,1.18
1965,1.17
1966,1.17
1967,1.16
1968,1.15
1969,1.15
1970,1.15
1971,1.15
1972,1.16
1973,1.16
1974,1.16
1975,1.16
1976,1.17
1977,1.17
1978,1.17
1979,1.18
1980,1.2
1981,1.21
1982,1.22
1983,1.26
1984,1.27
1985,1.27
1986,1.27
1987,1.28
1988,1.29
1989,1.3
1990,1.3
1991,1.3
1992,1.3
1993,1.32
1994,1.33
1995,1.33
1996,1.33
1997,1.33
1998,1.34
1999,1.35
2000,1.36
2001,1.35
2002,1.35
2003,1.35
2004,1.36
2005,1.36
2006,1.37
2007,1.36
2008,1.36
2009,1.35
2010,1.35
2011,1.38
2012,1.41
2013,1.43
2014,1.44
2015,1.44
2016,1.46
2017,1.46
2018,1.46
2019,1.47
2020,1.46
2021,1.46
2022,1.46
2023,1.46
2024,1.44
2025,1.44
2026,1.42
2027,1.41
2028,1.4
2029,1.41
2030,1.42
2031,1.44
2032,1.43
2033,1.41
2034,1.4
2035,1.39
2036,1.4
2037,1.42
2038,1.43
2039,1.44
2040,1.45
2041,1.45
2042,1.46
2043,1.48
2044,1.49
2045,1.51
2046,1.52
2047,1.52
2048,1.52
2049,1.51
2050,1.51
2051,1.52
2052,1.53
2053,1.53
2054,1.53
2055,1.53
2056,1.54
2057,1.55
2058,1.56
2059,1.57
2060,1.59
2061,1.6
2062,1.61
2063,1.63
2064,1.64
2065,1.65
2066,1.66
2067,1.66
2068,1.67
2069,1.67
2070,1.66
2071,1.66
2072,1.65
2073,1.64
2074,1.64
2075,1.63
2076,1.62
2077,1.62
2078,1.63
2079,1.64
2080,1.65
2081,1.66
2082,1.67
2083,1.69
2084,1.71
2085,1.71
2086,1.71
2087,1.7
2088,1.7
2089,1.7
2090,1.7
2091,1.69
2092,1.69
2093,1.68
2094,1.68
2095,1.68
2096,1.68
2097,1.67
2098,1.67
2099,1.67
2100,1.67
2101,1.68
2102,1.67
2103,1.67
2104,1.66
2105,1.66
2106,1.66
2107,1.66
2108,1.65
2109,1.66
2110,1.66
2111,1.66
2112,1.67
2113,1.67
2114,1.66
2115,1.65
2116,1.64
2117,1.63
2118,1.64
2119,1.63
2120,1.63
2121,1.63
2122,1.63
2123,1.62
2124,1.63
2125,1.63
2126,1.63
2127,1.63
2128,1.64
2129,1.63
2130,1.62
2131,1.62
2132,1.62
2133,1.62
2134,1.63
2135,1.63
2136,1.63
2137,1.63
2138,1.63
2139,1.63
2140,1.63
